Judul,Sinopsis,Genre
1453: Detik-Detik Jatuhnya Konstantinopel ke Tangan Muslim,"Selama lebih dari seribu tahun, Konstantinopel adalah pusat dunia Barat sekaligus pertahanan Kristen terhadap Islam. Selama itu pula kota ini tak lepas dari ancaman, namun selalu selamat dari penyerangan rata-rata setiap empat puluh tahun. Hingga akhirnya, sultan Usmani, Mehmet II, pemuda 21 tahun yang haus keagungan, berhasil melewati tembok pertahanan kota dengan bala tentaranya yang sangat besar. Berbekal persenjataan baru nan canggih, pada April 1453, sebanyak 80.000 pasukan Muslim memulai serangan mereka terhadap 8.000 pasukan Kristen di bawah pimpinan Konstantin XI, kaisar Byzantium ke-57. Konstantinopel akhirnya jatuh, menandai tersungkurnya kekuasaan Byzantium dan berakhirnya dunia Abad Tengah. Seperti apakah pertempuran dramatis yang berlangsung selama lima puluh lima hari itu? Dengan riset sempurna, buku yang ditulis dengan gaya penceritaan novel ini mengisahkan peristiwa besar dalam sejarah dunia yang terlupakan: jatuhnya Konstantinopel ke tangan bangsa Muslim Turki Usmani pada 1453. Buku ini sekaligus menampilkan kontestasi dua tokoh inspirasional, Sultan Mehmet II dan Kaisar Konstantin XI, yang berjuang demi keyakinan agama dan kekaisaran. Lebih dari itu, inilah kisah tentang momentum dan mata rantai kunci berbagai peristiwa penting dalam sejarah dunia yang mengantarkan Timur Tengah menuju dunia modern.",Sejarah
Kaki Langit Demokrasi,"Buku kaki Langit Demokrasi mencoba memaparkan terjadinya pengingkaran atas cita-cita Proklamasi 17 Agustus 1945, dari berbagai sudut pandang, politik, ekonomi, sosial, budaya, otonomi daerah, dan gagasan Nasionalisme. Penulis Buku ini memiliki cakrawala berfikir yang luas, berusaha menjawab pertanyaan tadi dari berbagai sendi kehidupan berbangsa bernegara. Buku ""Kaki Langit Demokrasi"" mencoba memaparkan terjadinya pengingkaran atas cita-cita Proklamasi 17 Agustus 1945, dari berbagai sudut pandang, politik, ekonomi, sosial, budaya, otonomi daerah, dan gagasan nasionalisme. Penulis buku ini memiliki cakrawala berpikir yang luas, berusaha menjawab pertanyaan tadi dari berbagai sendi kehidupan berbangsa bernegara. (Prabowo Subianto Djoyohadikusomo, Ketua Dewan Pembina Partai Gerakan Indonesia Raya (Gerindra) Terkadang ia merasa upayanya memperjuangkan apa yang diyakini tak cukup hanya diteriakan di gedung parlemen, karena karena itu ia membaginya ke khalayak yang lebih ramai melalui tulisan-tulisanya di media massa nasional maupun lokal. Buku ""Kaki Langit Demokrasi"" ini merupakan tempat bagi Djasarmen memaknai apa yang diperjuangkannya (Irman Gusman, Ketua Dewan Perwakilan Daerah Republik Indonesia) Ketika disodorkan kepada saya Dummy, Kaki Langit Demokrasi yang ditulis saudara Djasarmen Purba, SH yang merupakan himpunan tulisannya sejak tahun 2005 hingga 2012. Saya langsung teringat kata-kata Pramoedya Ananta Toer, kata-katanya sangat nyata;""Orang boleh pandai setinggi langit, tapi selama ia tidak menulis, ia akan hilang di dalam masyarakat dari dari sejarah. Menulis adalah bekerja untuk keabadian."" (Dr.H.M.Soerya Respationo, SH.MH. Wakil Gubernur Provinsi Kepulauan Riau)",Sejarah
The Last Secret of The Temple,"JEJAK PEREBUTAN TANAH SUCI TIGA AGAMA Yerusalem, 70 M. Tatkala pasukan Romawi menyerbu Kuil Suci, seorang pendeta mengungkapkan sebuah rahasia kepada seorang bocah lelaki, bahwa dia mesti berhati-hati dengan hidupnya... Jerman selatan, Desember 1944. Enam tawanan berbadan kerempeng menyeret sebuah peti misterius ke dalam bekas area pertambangan. Mereka juga mempertaruhkan hidupnya demi menjaga suatu rahasia: pembunuhan oleh tentara Nazi... Mesir, Lembah Para Raja, era kini. Seorang arkeolog Belanda ditemukan tewas di Malqata, sebuah situs arkeologis di tepi barat Sungai Nil. Inspektur Yusuf Khalifa dari kepolisian Luxor segera teringat dan kemudian menghubungkannya dengan kasus pembunuhan sadis terhadap seorang perempuan Israel, Hannah Schlegel, di Karnak tiga belas tahun silam. Kendati ditentang atasannya, Inspektur Khalifa akhirnya membuka kembali kasus ini. Dan untuk menyelidikinya, dia bekerja sama dengan polisi Yerusalem, Arieh Ben Roi. Berdasarkan informasi rahasia dari seorang jurnalis Palestina, mereka segera sadar bahwa identitas pembunuh Schlegel terkait misteri di seputar harta karun kuno yang diselundupkan ke kastil Castelombres di Prancis, serta terkait situs pengikut Nazi di masa lampau. Dari kota Yerusalem kuno, Perang Salib, dan manuskrip abad pertengahan berhuruf sandi hingga Holocaust, harta karun Nazi, dan berbagai peristiwa pembunuhan di masa kini, The Last Secret of the Temple adalah kisah pertualangan mendebarkan yang menyibak riwayat perebutan tanah suci tiga agama.",Sejarah
Signora Davinci : Sebuah novel tentang pemberontakan ibunda Leonardo da Vinci,"Pada 1452, usiaku lima belas tahunketika melahirkan seorang anak haram di desa kecil inci. Nama anakku itu Leonardo, dan dia ditakdirkan untuk mengubah dunia, selamanya. Aku mengalami banyak kekejaman sebagai seorang Ibu yang tidak menikah. Aku pun tak bisa berbuat banyak tatkala mereka merebut anak lelakiku. Aku tak punya hak, tak punya harapan, tak punya masa depan. Semua orang percaya bahwa aku talah hancur. Tapi, tak seorang pun tahu rahasia masa kecilku, mereka juga tak pernah membayangkan persekongkolan berbahaya dan klenik yang aku rencanakan demi melindungi dan menjaga anakku yang luar biasa ketika dia tumbuh menjadi pria dewasa. Beberapa orang mungkin menyebutku pembohong, karena semua yang aku lukiskan mustahil bagi seorang wanita pada masaku. Namun, itulah rencanaku yang terhampar, dan akhirnya aku siap menyingkapnya. Mereka Menyebutku Caterina. Dan inilah Kisahku.",Sejarah
Sejarah Perang Salib Paling Membara: Dari Perebutan Yerusalem Hingga Jatunhya Granada,"Perang Salib merupakan periode sejarah paling dahsyat untuk dikaji. Sebabnya, perang ini melibatkan dua kekuatan ideologi untuk mempertahankan dominasi mereka di kawasan Mediterania, yakni antara Islam dan Kristen. Menurut Sinclair (1995: 57), Perang Salib adalah perang yang terjadi antara Kristen dari berbagai kerajaan di Eropa melawan pasukan Islam yang bertujuan merebut Kota Suci Yerusalem dari kekuasaan Islam. Pengertian tersebut merupakan mayoritas arti Perang Salib dalam pemahaman orang-orang zaman sekarang. Buku ini memaparkan sejarah Perang Salib secara objektif dengan menyajikan kronologi tiap Perang Salib yang terjadi antara tahun 1096-1365. Dalam buku ini dipaparkan Perang Salib yang terjadi di dua belahan dunia: Yerusalem (disebut Perang Salib di Timur) dan Granada (disebut Perang Salib di Barat). Keduanya merupakan upaya gereja untuk meruntuhkan dominasi Islam di kawasan Mediterania.",Sejarah
Kota Sutra dan Baja,"Suatu kala, di suatu kota yang dikenal dengan nama Bessa, ada sultan bernama Bukhari al-Bukhari, yang kekuasaannya direbut oleh pengikut fanatic seorang asketis, Hakkim Mehdad. Sang Sultan, istri-istri, dan anak-anaknya dihukum mati, sementara ratusan selirnya diserahkan sebagai upeti kepada khalifah negeri sebelah. Tetapi, sehari usai kafilah itu meninggalkan Bessa, Hakkim mendapat kabar tak menyenangkan: sejumlah selir yang bersembunyi tak tertangkap olehnya. Ia lalu memerintahkan pengikutnya membunuhi para wanita harem itu, juga anak dan pelayan mereka, dan tak membiarkan seorang pun hidup. Bagaimanakah nasib mereka? Inilah cerita ihwal sekelompok wanita luar biasa yang berjuang untuk bertahan hidup dari kekejaman Hakkim dan kerasnya padang pasir. Inilah kisah tentang Zulaika, yang rahasia masa lalunya menjadi kunci bagi masa depan kaumnya, juga kotanya. Dari Gursoon yang bijaksana, yang meneguhkan nurani kelompok; dan dari sipencuri berlidah perak, Anwar Das, yang tahu kapan harus mengabaikan hati nurani, novel ini menyuguhkan cerita yang sangat menggugah. Inilah kisah tentang tindakan kebajikan yang membawa benih kematian; kisah rakyat jelata yang ditempa menjadi tentara sutra dan baja. Inilah kisah penebusan dan kebangkitan kembali Bessa, Kota Perempuan yang tenar diperdongengkan.",Sejarah
Kisah Bugulma,"Menjelang pagi kuambil dari dalam dompet foto mendiang ibuku. Air mata mengalir di mataku dan aku berbisik, ""Maniaku sayang! Bertahun-tahun lalu aku hidup bersamamu di Milesoska nomor 4 di Royal Vineyards di Praha, mama tak pernah berpikir bahwa lima belas tahun kemudian anak laki-lakimu yang malang akan menarik mundur resimen ke posisi di Kluchevo-Bugulma, menyerang jembatan kereta api di Sungai Ik dan di Kluchevo, menyerang rel kereta api, membakar lumbung gandum, dan mengerahkan laki-laki terakhir untuk mempertahankan kota -- dan lain sebagainya. Mengapa aku tak menjadi pendeta, seperti yang mama inginkan, ketika untuk pertama kalinya aku gagal dalam ujian di kelas empat sekolah dasar. Aku seharusnya menciptakan kedamaian. Aku seharusnya memimpin perayaan Misa dan minum anggur biara."" Jaroslav Ilasek adalah seorang humoris dan satiris Ceko terkenal. Dia mengolok-olok semua orang dan segalanya, termasuk dirinya sendiri. Dia tak peduli pada gaya atau aliran sastra --dia menganggap karyanya sebagai pekerjaan, bukan seni dan menulis secara spontan. Dia membuat lelucon tidak hanya di atas kertas, namun juga dalam kehidupan nyata, membuat marah banyak orang yang menganggapnya pemalas, tak bertanggung jawab, gelandangan, dan pemabuk. Novel tipis ini ditulis berdasarkan pengalamannya ketika bergabung dalam Tentara Merah dan ditugaskan di Bugulma, sebuah kota kecil di timur Simbirsk. Kisahnya menghadirkan kelucuan-kelucuan dari berbagai masalah yang dialaminya dan para revolusioner ketika bertempur melawan Kubu Putih. Kisah ini mengolok-olok Kubu Putih dan para oportunis yang ada di dalam Tentara Merah. Dari kisah ini kita bisa tahu sebuah peristiwa sebesar Revolusi Rusia pun ternyata menyimpan kisah lucu dan kekonyolan.",Sejarah
Pulau Run,"Pulau Run adalah sebuah pulau kecil yang terpencil, sepi, dan terabaikan di tengah ribuan pulau-pulau Indonesia lainnya. Namun, siapa sangka bahwa ternyata pulau ini pernah ditukar dengan Manhattan, sebuah pulau yang terletak di sebelah selatan ujung Sungai Hudson, satu dari lima kota bagian yang membentuk Kota New York. Pada awal abad ke-17 M, panen rempah-rempah mengubah Pulau Run menjadi pulau yang paling berharga dari kepulauan rempah-rempah lainnya di Nusantara. Hal ini mendorong perebutan sengit dan berdarah-darah antara Vereenigde Oostindische Compagnie (VOC) dan sekelompok tentara Inggris yang dipimpin oleh seorang kapten pemberani, Nathaniel Courthope. Hasil dari perebutan tersebut adalah satu penawaran paling spektakuler dalam sejarah: Inggris menyerahkan Pulau Run ke Belanda, dan sebagai imbalannya Inggris diberi sebuah pulau lain, yakni Manhattan. Buku ini mengisahkan petualangan brilian, perang dan kebiadaban, navigasi yang belum terpetakan, dan sebuah eksploitasi dunia baru yang menggiurkan. Pulau Run adalah cerita menakjubkan ihwal magnet rempah-rempah Nusantara dalam sejarah kekuasaan kolonial.",Sejarah
Tarian Kematian Edisi Free Blocknote,"Lagi-lagi busur itu diregangkan, dan seketika si anak rusa terkapar mati, dan melihat ini, sang induk mengangkat kepalanya dan mengeluarkan ratapan penderitaan mirip manusia. Merasa jengkel, Julian menusukkan pisaunya ke dada rusa betina, dan merebahkannya ke tanah. Rusa jantan besar itu menyaksikan segalanya dan tiba-tiba melompat ke depan. Julian mengarahkan anak panah terakhirnya ke arah hewan itu. Anak panah itu mendarat di antara tanduknya dan menempel di sana. Rusa itu tampaknya tak menyadarinya; melompati tubuh istri dan anaknya, ia semakin dekat dengan niat, pikir Julian, untuk menyerangnya dan meneabik-cabik tubuhnya, dan ia mundur dengari rasa takut yang tak dapat diungkapkan. Tapi sekarang hewan besar itu berhenti, dan dengan mata menyala- nyala dan kesungguhan kepala keluarga dan seorang hakim, berucap tiga kali, sementara bel berdentang di kejauhan: ""Terkutuk! Terkutuk! Terkutuk! Suatu hari, jiwa yang ganas, kau akan membunuh ayah dan ibumu!""",Sejarah
Perjalanan Konflik Pandawa&Kurawa (Mahabharata),Cerita Mahabarata ini mengisahkan konflik perebutan kekuasaan di istana Hastipura antara pandawa dan sepupu mereka : 100 Kurawa . konflik yang semula hanya antara saudara itu menjelma menjadi perang besar yang melibatkan jutaan tentara. masing - masing pihak menyeret kerajaan - kerajaan sekutu ke dalam kacah perang. Konflik antara Pandawa dan kurawa berpusat di seputar konflik antara tradisi dengan tuntutan akan perlunya nilai - nilai baru. antara kesetiaan pada sumpah dan keluarga dengan kebutuhan akan perlunya menjaga nilai - nilai kebenaran dan keadilan.,Sejarah
Sejarah Kelam Kerajaan-Kerajaan Di Inggris,"Buku ini berisi tentang kisah-kisah dan cerita-cerita yang terjadi di kerajaan Inggris. Kerajaan Inggris sendiri merupakan sebuah kerajaan yang disorot dunia. Dunia merasa penasaran dan ingin tahu tentang apa-apa saja yang telah dilakukan oleh keluarga kerajaan, mulai dari dinasti-dinasti terdahulu hingga dinasti sekarang. Buku ini terdiri dari enam bab, dengan setiap bab dibagi lagi dengan beberapa sub-bab menurut raja atau ratu yang berkuasa. Bab satu membahas tentang Dinasti Plantagenet, bab dua membahas Dinasti Tudor, bab tiga membahas Dinasti Stuart, bab empat membahas Dinasti Hanoverian, bab lima membahas Dinasti Saxe-Coburg-Gotha, bab enam membahas Dinasti Windsor. Keenam bab ini dibahas dengan bahasa yang ringan dan mudah untuk dipahami.",Sejarah
The Illiad of Homer,"The lliad adalah epik terindah yang pernah ditulis sepanjang sejarah. Kisah peperangan, berlangsung selama 10 tahun, Troy-Yunani, mengerahkan lebih dari 1.000 kapal perang, menghabiskan waktu 20 tahun! 10 tahun pertama mengumpulkan armada perang dan 10 terakhir dihabiskan di medan perang. Berkat ide cemerlang salah satu prajurit Yunani, Odysseus, Troy dapat ditaklukan. Bangsa Yunani kuno percaya bahwa Perang Troy adalah peristiwa sejarah yang terjadi pada abad ke-13 atau ke-12 SM. Peperangan ini berlangsung di sekitar Dardanelles, daerah Baratlaut Turki sekarang.",Sejarah
The Legend of Cairo : Kisah Penguasa Agung Kota Seribu Menara,"Berlatar Kairo awal abad ke-16, sejak masa akhir Dinasti Mamluk hingga Mesir jatuh di bawah kekuasaan Utsmani pada 1517, novel ini menceritakan kiprah seorang muhtasib Mesir terkemuka, Zayni Barakat bin Musa, yang juga menjabat gubernur Kairo. Di era Mamluk, seorang muhtasib tidak saja bertugas mengontrol harga dan kualitas barang di pasaran tetapi juga bertanggung jawab memonitor perilaku masyarakat agar sesuai dengan kaidah moral. Di tengah situasi politik dan keamaanan yang tak menentu, ia mengendalikan kota yang korup melalui jaringan rumit mata-mata dan para pelapor. Sebagai pemimpin yang saleh dan terpuji, jujur dan adil, bijaksana dan berintegritas, kuat dan tegas, serta disiplin dan efektif, ia dipuji dan dicintai banyak orang. Keberpihakannya pada rakyat ditunjukkan antara lain dengan sikap tidak pandang bulu terhadap si kaya dan si miskin atau si kuat dan si lemah, serta kesediaan berkomunikasi secara langsung dengan masyarakat lapisan bawah, sesuatu yang tidak pernah dilakukan muhtasib mana pun sebelumnya. Sejumlah narator, di antaranya seorang petualang dari Venesia dan beberapa narator Muslim, menuturkan kisah kebangkitan sang tokoh yang tegas, enigmatik, dan puritan ini. Dengan beberapa karakter yang diangkat dari tokoh nyata, termasuk Zayni Barakat sendiri, novel ini menjadi bacaan yang memancarkan informasi penting ihwal situasi sebenarnya Mesir kala itu. Inilah epos tentang sang tokoh sekaligus serpihan sejarah Kota Seribu Menara, Kairo.",Sejarah
Ronggeng Dukuh Paruk,"Semangat Dukuh Paruk kembali menggeliat sejak Srintil dinobatkan menjadi ronggeng baru, menggantikan ronggeng terakhir yang mati dua belas tahun yang lalu. Bagi pendukuhan yang kecil, miskin, terpencil, dan bersahaja itu, ronggeng adalah perlambang. Tanpanya, dukuh itu merasa kehilangan jati diri. Dengan segera Srintil menjadi tokoh yang amat terkenal dan digandrungi. Cantik dan menggoda. Semua ingin pernah bersama ronggeng itu. Dari kaula biasa hingga pejabat-pejabat desa maupun kabupaten. Namun malapetaka politik tahun 1965 membuat dukuh tersebut hancur, baik secara fisik maupun mental. Karena kebodohannya, mereka terbawa arus dan divonis sebagai manusia-manusia yang telah mengguncangkan negara ini. Pedukuhan itu dibakar. Ronggeng beserta para penabuh calungnya ditahan. Hanya karena kecantikannyalah Srintil tidak diperlakukan semena-mena oleh para penguasa di penjara itu. Namun pengalaman pahit sebagai tahanan politik membuat Srintil sadar akan harkatnya sebagai manusia.",Sejarah
Para Algojo Tuhan,"Andalusia terjaga pada suatu masa lantara jerit para pendosa yang dibakar hidup-hidup atas tuduhan bidah. Tuduhan ini dijatuhkan oleh sebuah pengadilan yang bernama inkuisisi. Zaman keemasan yang dibangun oleh generasi Dinasti Abasiyah tinggal puing-puing kenangan. Atas nama ortodiksi inkuisisi berupaya menyapu habis produk konversi paksa tahun 1492 paska kemenangan raja-raja Katolik atas kerajaan Moor Granada di semenanjung Iberia. Siapa yang mengira, tahun 1478, berdirinya inkuisisi Spanyol akan berdampak besar pada rusaknya toleransi bergama saja tapi juga kemunduran total bagi fisafat, ilmu pengetahuan, dan politik Spanyol? Di saat semangat pencerahan merambah benua, Spanyol terbenam dalam pemburuan Kristen Palsu, Yahudi, Muslim, dan bahkan tukang sihir?",Sejarah
Barabas Diuji Segala Segi,"Barabas si terpidana mati sekonyong-konyong mendapatkan kebebasan lantaran masyarakat Roma lebih memilih menyalibkan Yesus. Penyamun yang dibesarkan secara liar itu tak pernah tahu Yesus-lah sosok yang akan mengubah jalan hidupnya, atau jalan kematiannya ke jalan hidup. Bagaimana mungkin penjahat kawakan berjulukan Kalajengking Tampan bisa-bisanya melanjutkan hidup dengan menjadi pendoa? Bahkan mengagumi dan mewawancarai langsung Bunda Maria kemudian menuliskannya dengan penuh hormat. Arswendo dengan bahasa sederhana menuliskan novel kehidupan Barabas secara lengkap sejak sebelum hari penyaliban itu hingga hari-hari akhirnya. Sangat asyik diikuti. Terbagi dalam bab-bab kecil yang terdiri atas beberapa paragraf pendek saja. Gaya penulisan yang menawan. Terlebih sesungguhnya kisah Barabas sama sekali bukan cerita tentang agama tertentu. Melainkan tentang persaudaraan antarmanusia dan kepasrahan pada kasih Allah.",Sejarah
Asmara Berdarah Ken Arok Kend Dedes,"Di masa kecil ia hanyalah anak terbuang dan kemudian di masa mudanya tenggelam dalam dunia hitam. Tapi Ken Arok kemudian berhasil mengubah nasibnya. Dengan bantuan seorang brahmana ia bisa menjadi prajurit penguasa daerah Tumapel. Tak ada hitam putih dalam kisah perjalanan Ken Arok. Kepercayaan dibalas dengan pembunuhan dan perebutan tahta. Tapi kemudian rakyat lepas dari kesewenang-wenangan dan penderitaan. Dan para brahmanapun mendapatkan penghormatan yang layak. Dan ketika tiba saatnya, ia berhasil mengalahkan Raja Kadiri, Kertajaya, dan kemudian mendirikan Kerajaan Tumapel yang kelak disebut sebagai Kerajaan Singasari, Lantas bagaimana dengan Ken Dedes, yang awalnya menjadi istri Tunggul Ametung. Kenapa ia begitu mudah menerima pembunuh suaminya sebagai suami baru? Bagaimanakah perananannya dalam menghantarkan Ken Arok ke tampuk kekuasaan? Dan bagaimana kisah asmara di balik perebutan kekuasaan yang berdarah-darah itu?",Sejarah
1984,"Sepanjang hidupnya, Winston berusaha menjadi warga negara yang baik dengan mematuhi setiap aturan Partai meski jauh di dalam hati dan pikirannya bersemayam antipati terhadap kediktatoran yang ada di negaranya. Walaupun begitu, Winston tidak berani melakukan perlawanan secara terbuka. Tidak mengherankan, karena Polisi Pikiran, teleskrin, dan mikrofon tersembunyi membuat privasi hanya serupa fantasi. Bahkan, sejarah ditulis ulang sesuai kehendak Partai. Negara berkuasa mutlak atas rakyatnya. Yang berbeda atau bertentangan akan segera diuapkan. 1984 merupakan satire tajam, menyajikan gambaran tentang luluhnya kehidupan masyarakat totalitarian masa depan yang di dalamnya setiap gerak warga dipelajari, setiap kata yang terucap disadap, dan setiap pemikiran dikendalikan. Hingga kini, 1984 merupakan karya penting Orwell yang mengantarkannya ke puncak kemasyhuran.",Sejarah
Musim Kupu-Kupu Kuning,"ada musim kupu-kupu kuning tahun itu, armada pemerintah kolonial Belanda tiba di Teluk Lagundri. Kembalinya pasukan kulit putih itu terasa mencurigakan hingga desa-desa Nias Selatan yang biasanya berseteru memutuskan untuk menggabungkan kekuatan. Sayangnya, mereka gagal mencegah Belanda mendirikan benteng. Kehadiran pasukan Belanda menggoyahkan tatanan hidup di Nias Selatan dan mendorong persekongkolan antara Galifa, syaman muda yang haus kekuasaan, dengan pihak musuh. Namun selain pengkhianatan, lahir pula persahabatan tak terduga antara Tuha sang syaman agung Bawomataluo dengan Klint, misionaris pemberontak yang dihantui rasa bersalah. Ini adalah kisah bertemunya dua dunia yang bertolak belakang, tentang tumbuhnya persahabatan yang begitu menyentuh hingga mampu membangkitkan sang roh agung",Sejarah
Gadis Pantai,"Gadis Pantai lahir dan tumbuh di sebuah kampung nelayan di Jawa Tengah, Kabupaten Rembang. Seorang gadis manis. Cukup manis untuk memikat hati seorang pembesar santri setempat, seorang Jawa yang bekerja pada Belanda. Dia diambil menjadi gundik pembesar tersebut dan menjadi Mas Ngaten: perempuan yang melayani `` kebutuhan"" seks pembesar sampai kemudian pembesar memutuskan untuk menikah dengan perempuan yang sekelas atau sederajat dengannya.  Mulanya, perkawinan itu memberi prestise baginya di kampung halamannya karena dipandang telah dinaikan derajatnya, menjadi Bendoro Putri. Tapi itu tidak berlangsung lama. Ia terperosok kembali di tanah. Orang jawa yang telah memilikinya tega membuangnya setelah dia melahirkan seorang bayi perempuan.",Sejarah
Sungging,"MENGAMBIL, latar sejarah peralihan dari keruntuhan kerajaan Singhasari ke berdirinya kerajaan Majapahit, Sungging menceritakan peran penting seorang prabhangkara (seniman-perupa) sekaligus pendekar bernama Sungging. Ia menjadi orang yang paling diburu oleh Kasajaten Kalamura, perkumpulan rahasia yang didukung oleh Gajah Mada, karena menguasai ilmu Kitab Begawan Ksatria. Bagaimana ia bisa menguasai ilmu dari kitab yang dinyatakan hilang dan terus-menerus dicari itu? Bagaimana pula ia bisa memandangi Mahapatih Majapahit yang juga menguasai ilmu dari kitab yang mana? Sungging hadir dengan cerita yang kuat, dalam tunturan yang sangat lancar, dengan ketegangan yang tetap terjaga dari bab ke bab. Sebuah kemahiran bercerita yang layak diperhitungkan dalam khazanah novel sejarah di Tanah Air belakangan ini.,",Sejarah
The Stars Are Fire,"Oktober 1947, setelah kekeringan yang berlangsung sepanjang musim panas, kebakaran bermunculan di sepanjang pesisir Maine, mulai dari Bar Harbour hingga Kittery, dan segera menjalar tanpa terkendali dari kota ke desa. Dalam kondisi hamil lima bulan, Grace Holland harus melindungi kedua balitanya seorang diri saat sang suami, Gene, bergabung dengan para relawan pemadam kebakaran. Bersama sahabatnya, Rosie, dan dua anaknya yang masih belia, Grace menyaksikan rumah mereka terbakar hingga rata dengan tanah. Kobaran apinya memaksa mereka masuk ke laut sebagai pilihan terakhir. Mereka mati-matian menghabiskan malam untuk melindungi anak-anaknya. Paginya, mereka mendapati bahwa hidup mereka telah berubah untuk selamanya: tanpa tempat tinggal, tanpa uang sepeser pun, menantikan kabar tentang nasib suami-suami mereka, dan harus menghadapi masa depan yang tak menentu di kota yang telah musnah. Di tengah kehilangan yang memilukan ini, Grace menemukan kebebasan-kebebasan baru yang menakjubkan--kegembiraan dan keberhasilan yang tidak akan pernah dia harapkan dapat mengisi kehidupannya yang kaku serta terkungkung bersama Genedan semangatnya timbul. Lalu hal yang tak terbayangkan terjadi dan keberanian Grace mendapat ujian yang belum pernah dialami sebelumnya.",Sejarah
19 Derajat Ufuk Timur,"Toledo, Spanyol Tahun 1274 Hujan deras datang mengguyur, angin kencang membawa gema suara guntur. Seorang perempuan berdiri di tepi Sungai Tajo, air mengombak di bawah telapak kakinya. Apakah ini saatnya ia bertemu arwah ibunya di Eden sana? Sungai ini bisa menolongnya, dengan menenggelamkan dan menghanyutkan tubuhnya. Baghdad, Irak Tahun 1258 Batu-batu besar melayang dari balik dinding kota yang telah hancur. Sontak teriakan dan jeritan panik mengangkasa. Seorang bocah laki-laki kecil berlari untuk menyelamatkan kakeknya. Namun tak ada yang bisa menolongnya, kini yang tersisa hanya puing semata",Sejarah
The Women in the Castle,"Di tengah jatuhnya kekuasaan Jerman Nazi, Marianne von Lingenfels kembali ke puri keluarga suaminya yang dahulu kala berdiri tegak sebagai benteng kukuh tapi kini telah rusak seiring berlangsungnya Perang Dunia Kedua. Sebagai janda dari anggota gerakan perlawanan yang dieksekusi setelah gagal melancarkan rencana pembunuhan Adolf Hitler pada tanggal 20 Juli 1940, Marianne bertekad untuk menepati janjinya kepada para anggota lainnya yang telah berjuang dengan gagah berani: mencari dan melindungi istri-istri mereka, sesama janda pejuang perlawanan. Marianne yakin bahwa penderitaan dan nasib yang sama akan mempersatukan mereka sebagai satu keluarga. Namun dia segera menyadari bahwa kehidupan seusai perang nyatanya lebih rumit dan penuh dengan rahasia-rahasia gelap yang dapat mencerai-beraikan mereka.",Sejarah
The Underground Railroad,"Cora adalah seorang budak di perkebunan kapas di Perkebunan Randall, Georgia. Hidup sebagai budak rasanya bagai di neraka, bahkan lebih parah bagi Cora. Dia dikucilkan di antara sesamanya, para budak Afrika, juga dilukai. Ketika seorang budak dari Virginia, Caesar, datang dan memberitahukan mengenai Jaringan Kereta Api Bawah Tanah, Cora pun mengambil risiko untuk kabur dari Perkebunan Randall. Namun keadaan tidak berjalan sesuai rencana. Dalam perjalanan menuju utara, mereka diburu. Perhentian pertama Cora dan Caesar adalah Carolina Selatan, sebuah kota yang tampaknya seperti surga, tetapi sebenarnya teramat membahayakan kaum kulit hitam. Para pemburu budak pun tak menyerah mengejar Cora. Mau tak mau, dia harus terus berlari, demi kebebasannya. Akankah Cora merdeka?",Sejarah
Salt To The Sea,"Tahun 1945. Perang Dunia II merambah Prusia Timur. Jutaan pengungsi pergi mencari tempat aman. Di antara mereka terdapat empat orang dengan kisah dan rahasia yang berbeda. Takdir mempertemukan keempatnya di Wihelm Gustoff, kapal megah yang menjadi tempat mereka menggantungkan harapan bersama lebih dari sepuluh ribu penumpang lainnya. Tapi sebelum kebebasan sempat diraih, tragedi besar pun terjadi. Tak peduli dari Negara mana mereka berasal dan status apa yang mereka sandang, ribuan penumpang kapal harus berjuang keras melakukan satu hal: bertahan hidup.",Sejarah
Tentang Desir,"Kau tahu, kita sudah saling mencinta sejak lama. Kita sahabat sejak kecil, kau tentu ingat. Aku bukan berasal dari wilayah Hutan Berkilau, rumah tempatmu dilahirkan dan dibesarkan. Aku hanyalah seorang anak perempuan yang kala itu tersesat, menyusuri jalan terlalu jauh dari Tanah Perkampungan. Kau menemukanku. Kau selalu bilang, aku yang menemukanmu, tetapi tidak. Kaulah penyelamatku dari hari yang hampir gelap. Tentang Desir akan mengajak kita berkaca pada yang jauh dan menerawang pada yang dekatseorang tabib perempuan yang mengasingkan diri, pertemuan tak terduga saat naik gunung, serta pemburu muda yang tak berkutik di depan mangsanya. Tentang Desir adalah sekumpulan kisah manusia menjawab atau mempertentangkan panggilan hati yang kadang terasa magis dan nyata dalam waktu bersamaan. Gladhys Elliona adalah nafas baru yang segar dalam dunia kepenulisan kita. Dari kumpulan cerita ini, terasa betapa imajinasi Gladhys begitu luas tanpa batas. Leila S. Chudori",Sejarah
Majapahit Milenia,"Ketika Majapahit jatuh pada abad ke-15 Masehi, dua abdi, Banca dan Naya, sebelum moksha mengeluarkan sumpah bahwa keduanya akan menitis pada individu terpilih, dari masa ke masa. Lalu, pada abad ke-21, mereka menitis ke dalam diri seorang pendongeng yang hidupnya luntang-lantung tanpa tujuan, hobinya berziarah dari candi ke candi. Diterangi dua roh tadi, pendongeng ini menguak misteri jatuhnya Majapahit berikut imajinasi berbangsa dari kerajaan besar itu yang juga terus hidup dari masa ke masa.",Sejarah
